         0.0070         0.0038         6.5000         0.0000         7.5000         0.0000         0.0000       270.2640
         0.0070         0.0040         6.5005         0.0000         7.5008         0.0000         0.0001       270.3813
         0.0070         0.0043         6.5010         0.0000         7.5016         0.0000         0.0003       270.4596
         0.0071         0.0046         6.5015         0.0000         7.5024         0.0000         0.0004       270.4990
         0.0071         0.0049         6.5020         0.0000         7.5032         0.0000         0.0006       270.4995
         0.0071         0.0052         6.5025         0.0000         7.5040         0.0000         0.0007       270.4612
         0.0071         0.0056         6.5030         0.0000         7.5048         0.0000         0.0008       270.3842
         0.0072         0.0060         6.5035         0.0000         7.5056         0.0000         0.0010       270.2687
         0.0072         0.0064         6.5040         0.0000         7.5064         0.0000         0.0011       270.1147
         0.0072         0.0068         6.5045         0.0000         7.5072         0.0000         0.0013       269.9225
         0.0072         0.0073         6.5050         0.0000         7.5080         0.0000         0.0014       269.6923
         0.0073         0.0077         6.5055         0.0000         7.5088         0.0000         0.0015       269.4242
         0.0073         0.0083         6.5060         0.0000         7.5096         0.0000         0.0017       269.1185
         0.0073         0.0088         6.5065         0.0000         7.5104         0.0000         0.0018       268.7755
         0.0073         0.0094         6.5070         0.0000         7.5112         0.0000         0.0020       268.3955
         0.0074         0.0100         6.5075         0.0000         7.5120         0.0000         0.0021       267.9787
         0.0074         0.0107         6.5080         0.0000         7.5128         0.0000         0.0022       267.5254
         0.0074         0.0114         6.5085         0.0000         7.5136         0.0000         0.0024       267.0361
         0.0074         0.0121         6.5090         0.0000         7.5144         0.0000         0.0025       266.5111
         0.0075         0.0129         6.5095         0.0000         7.5152         0.0000         0.0027       265.9507
         0.0075         0.0137         6.5100         0.0000         7.5160         0.0000         0.0028       265.3554
         0.0075         0.0146         6.5105         0.0000         7.5168         0.0000         0.0029       264.7256
         0.0075         0.0156         6.5110         0.0000         7.5176         0.0000         0.0031       264.0617
         0.0076         0.0166         6.5115         0.0000         7.5184         0.0000         0.0032       263.3642
         0.0076         0.0177         6.5120         0.0000         7.5192         0.0000         0.0034       262.6335
         0.0076         0.0188         6.5125         0.0000         7.5200         0.0000         0.0035       261.8702
         0.0076         0.0200         6.5130         0.0000         7.5208         0.0000         0.0036       261.0748
         0.0076         0.0213         6.5135         0.0000         7.5216         0.0000         0.0038       260.2478
         0.0077         0.0227         6.5140         0.0000         7.5224         0.0000         0.0039       259.3898
         0.0077         0.0241         6.5145         0.0000         7.5232         0.0000         0.0041       258.5012
         0.0077         0.0257         6.5150         0.0000         7.5240         0.0000         0.0042       257.5828
         0.0077         0.0273         6.5155         0.0000         7.5248         0.0000         0.0043       256.6350
         0.0078         0.0290         6.5160         0.0000         7.5256         0.0000         0.0045       255.6584
         0.0078         0.0309         6.5165         0.0000         7.5264         0.0000         0.0046       254.6538
         0.0078         0.0328         6.5170         0.0000         7.5272         0.0000         0.0048       253.6216
         0.0078         0.0349         6.5175         0.0000         7.5280         0.0000         0.0049       252.5627
         0.0079         0.0370         6.5180         0.0000         7.5288         0.0000         0.0050       251.4775
         0.0079         0.0394         6.5185         0.0000         7.5296         0.0000         0.0052       250.3668
         0.0079         0.0418         6.5190         0.0000         7.5304         0.0000         0.0053       249.2313
         0.0079         0.0444         6.5195         0.0000         7.5312         0.0000         0.0055       248.0715
         0.0080         0.0472         6.5200         0.0000         7.5320         0.0000         0.0056       246.8884
         0.0080         0.0501         6.5205         0.0000         7.5328         0.0000         0.0057       245.6824
         0.0080         0.0532         6.5210         0.0000         7.5336         0.0000         0.0059       244.4544
         0.0080         0.0565         6.5215         0.0000         7.5344         0.0000         0.0060       243.2050
         0.0081         0.0600         6.5220         0.0000         7.5352         0.0000         0.0062       241.9350
         0.0081         0.0637         6.5225         0.0000         7.5360         0.0000         0.0063       240.6451
         0.0081         0.0676         6.5230         0.0000         7.5368         0.0000         0.0064       239.3360
         0.0081         0.0717         6.5235         0.0000         7.5376         0.0000         0.0066       238.0086
         0.0082         0.0761         6.5240         0.0000         7.5384         0.0000         0.0067       236.6634
         0.0082         0.0807         6.5245         0.0000         7.5392         0.0000         0.0069       235.3014
         0.0082         0.0856         6.5250         0.0000         7.5400         0.0000         0.0070       233.9231
         0.0082         0.0908         6.5255         0.0000         7.5408         0.0000         0.0071       232.5295
         0.0082         0.0962         6.5260         0.0000         7.5416         0.0000         0.0073       231.1211
         0.0083         0.1020         6.5265         0.0000         7.5424         0.0000         0.0074       229.6989
         0.0083         0.1082         6.5270         0.0000         7.5432         0.0000         0.0076       228.2635
